Portugal,Measles,0.00,0.00,0.00,10.00,10.00,162.00,34.00,34.00,0.00,,1.00,23.00,2.00,5.00,3.00,1.00,0.00,0.00,7.00,5.00,8.00,8.00,,45.00,50.00,96.00,129.00,112.00,192.00,3230.00,881.00,208.00,275.00,407.00,11791.00,2285.00,813.00,,,,,,,
Qatar,Measles,127.00,1.00,1.00,3.00,5.00,2.00,9.00,30.00,18.00,46.00,73.00,160.00,101.00,295.00,112.00,,361.00,144.00,74.00,29.00,24.00,34.00,23.00,46.00,,116.00,439.00,38.00,0.00,31.00,86.00,68.00,563.00,314.00,1083.00,382.00,409.00,2095.00,1410.00,886.00,816.00,506.00,1489.00,392.00
Republic of Korea,Measles,7.00,,0.00,6.00,194.00,15.00,5.00,18.00,7.00,442.00,107.00,2.00,42.00,114.00,17.00,2.00,194.00,28.00,7.00,11.00,33.00,62.00,23060.00,32647.00,,4.00,2.00,71.00,71.00,7883.00,,,,3415.00,2394.00,1579.00,1880.00,1818.00,1283.00,2246.00,695.00,6776.00,2307.00,5097.00
Republic of Moldova,Measles,3.00,,0.00,,90.00,340.00,0.00,0.00,0.00,2.00,27.00,11.00,0.00,0.00,0.00,0.00,10.00,34.00,6.00,4.00,87.00,4929.00,457.00,687.00,245.00,673.00,364.00,344.00,1174.00,3951.00,866.00,322.00,621.00,3242.00,,,,,,,,,,
Romania,Measles,3677.00,17.00,2.00,1004.00,3900.00,6407.00,9076.00,2435.00,4.00,59.00,1159.00,7450.00,4189.00,193.00,8.00,12.00,353.00,3196.00,5043.00,117.00,9.00,14.00,10.00,35.00,240.00,9547.00,23579.00,906.00,2188.00,6228.00,28321.00,6061.00,1773.00,4691.00,3870.00,1810.00,11833.00,34037.00,5007.00,2108.00,4723.00,61682.00,21584.00,10476.00
Russian Federation,Measles,13083.00,102.00,1.00,1212.00,4491.00,2539.00,721.00,178.00,843.00,4711.00,2339.00,2123.00,629.00,129.00,101.00,27.00,173.00,1147.00,454.00,2444.00,3291.00,580.00,2072.00,4800.00,7428.00,6215.00,2874.00,7120.00,6630.00,28672.00,74463.00,18570.00,20449.00,18370.00,,,,,,,,,,
Rwanda,Measles,108.00,29.00,40.00,108.00,818.00,229.00,145.00,95.00,1.00,10.00,17.00,75.00,31.00,121.00,5.00,6.00,26.00,494.00,129.00,386.00,1064.00,2738.00,896.00,2095.00,4359.00,,787.00,3988.00,28874.00,5999.00,9861.00,17429.00,5820.00,8970.00,5429.00,4364.00,12387.00,42749.00,16760.00,17269.00,20001.00,36792.00,79384.00,80402.00
Saint Kitts and Nevis,Measles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,80.00,12.00,12.00,21.00,22.00,27.00,2.00,556.00,138.00,52.00,305.00
Saint Lucia,Measles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,30.00,10.00,4.00,4.00,32.00,9.00,13.00,71.00,2039.00,134.00,35.00
Saint Vincent and the Grenadines,Measles,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,10.00,1.00,2.00,5.00,15.00,63.00,757.00,19.00,257.00
Samoa,Measles,0.00,0.00,0.00,11.00,5687.00,0.00,3.00,,,,,1.00,0.00,8.00,0.00,,,0.00,0.00,0.00,0.00,,,,,8.00,0.00,87.00,0.00,0.00,7.00,4.00,0.00,0.00,1.00,0.00,0.00,1.00,1095.00,0.00,7.00,28.00,72.00,376.00
San Marino,Measles,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,,,,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,3.00,,,1.00,0.00,,22.00,,,,6.00,7.00,1.00,1.00,,,,,,,,,,
Sao Tome and Principe,Measles,,,0.00,,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,23.00,319.00,88.00,0.00,0.00,10.00,,118.00,0.00,69.00,62.00,576.00,216.00,3.00,194.00,519.00
Saudi Arabia,Measles,2254.00,247.00,338.00,35.00,1035.00,1164.00,459.00,125.00,219.00,154.00,1164.00,294.00,362.00,334.00,82.00,158.00,4648.00,807.00,373.00,1880.00,1208.00,311.00,155.00,,2815.00,5519.00,3978.00,2407.00,2574.00,1253.00,3182.00,11299.00,6368.00,5439.00,3588.00,8225.00,29220.00,22830.00,18393.00,30457.00,44633.00,33294.00,35790.00,46115.00
Senegal,Measles,564.00,508.00,187.00,212.00,267.00,12.00,11.00,162.00,58.00,32.00,17.00,46.00,18.00,428.00,999.00,6.00,11.00,3.00,0.00,31.00,1519.00,18184.00,24789.00,5839.00,3668.00,6594.00,6594.00,8069.00,,5944.00,14693.00,15367.00,11427.00,5004.00,10940.00,1596.00,3453.00,6831.00,,,26481.00,32380.00,34516.00,29144.00
Serbia,Measles,50.00,0.00,1.00,0.00,22.00,5076.00,721.00,11.00,383.00,37.00,1.00,0.00,370.00,20.00,1.00,2.00,201.00,2.00,2.00,11.00,15.00,63.00,35.00,38.00,288.00,922.00,4692.00,458.00,524.00,800.00,16777.00,2108.00,991.00,4978.00,16149.00,6629.00,8639.00,14148.00,25325.00,20233.00,12967.00,13826.00,20878.00,37441.00
Seychelles,Measles,0.00,0.00,0.00,27.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,,2.00,626.00,3.00,2.00,0.00,0.00,0.00,0.00,6.00,13.00,5.00,0.00,2.00,4.00,10.00,19.00,267.00,347.00,4.00,3.00
Sierra Leone,Measles,645.00,731.00,170.00,17.00,40.00,344.00,1873.00,920.00,607.00,1006.00,15.00,678.00,1865.00,1089.00,31.00,44.00,0.00,33.00,29.00,7.00,586.00,568.00,649.00,3575.00,,,361.00,,344.00,114.00,2288.00,914.00,284.00,830.00,625.00,207.00,1000.00,164.00,3351.00,4016.00,4327.00,4102.00,3408.00,3625.00
Singapore,Measles,,,,,152.00,38.00,70.00,,,,138.00,42.00,148.00,50.00,16.00,18.00,15.00,23.00,33.00,96.00,33.00,211.00,408.00,141.00,65.00,114.00,1413.00,,185.00,159.00,0.00,606.00,216.00,143.00,146.00,192.00,123.00,218.00,136.00,2417.00,677.00,1965.00,771.00,
Sint Maarten (Dutch part),Measles,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Measles,6.00,0.00,0.00,0.00,318.00,565.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,530.00,620.00,0.00,2.00,29.00,551.00,415.00,211.00,47.00,,,,,,,,,,
Slovenia,Measles,1.00,0.00,0.00,6.00,51.00,9.00,8.00,1.00,18.00,52.00,1.00,2.00,22.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,13.00,9.00,8.00,398.00,134.00,7.00,10.00,32.00,,,,,,,,,,,
Solomon Islands,Measles,0.00,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,640.00,1527.00,86.00,45.00,343.00,13779.00,593.00,434.00,0.00,2.00,238.00,923.00,3331.00,2104.00,340.00
Somalia,Measles,3167.00,17361.00,7191.00,2531.00,283.00,9126.00,23039.00,26.00,7497.00,10229.00,3173.00,9983.00,17298.00,115.00,13.00,1081.00,1149.00,7.00,,12008.00,8257.00,9559.00,3571.00,3965.00,5523.00,3075.00,,1830.00,,,,,,,988.00,296.00,222.00,70.00,128.00,487.00,622.00,,,
South Africa,Measles,1033.00,400.00,21.00,40.00,59.00,71.00,210.00,18.00,17.00,66.00,25.00,32.00,92.00,12499.00,5857.00,39.00,31.00,81.00,615.00,830.00,244.00,1043.00,1166.00,1459.00,385.00,977.00,1337.00,6501.00,8845.00,6845.00,12870.00,22745.00,4777.00,10624.00,18268.00,15258.00,22559.00,13459.00,17884.00,16160.00,16735.00,12906.00,15809.00,19193.00
South Sudan,Measles,7957.00,3608.00,,1290.00,3401.00,263.00,487.00,898.00,878.00,441.00,525.00,1952.00,1256.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Measles,15.00,1.00,2.00,89.00,288.00,225.00,161.00,37.00,115.00,154.00,131.00,1204.00,3802.00,302.00,41.00,297.00,267.00,362.00,22.00,26.00,256.00,67.00,,152.00,246.00,446.00,1842.00,4964.00,8849.00,6796.00,11985.00,24460.00,24445.00,21650.00,32908.00,22701.00,35146.00,220109.00,80663.00,38914.00,304350.00,159562.00,146689.00,145322.00
Sri Lanka,Measles,810.00,0.00,,2.00,49.00,1.00,1.00,112.00,1568.00,1686.00,2107.00,51.00,60.00,79.00,21.00,33.00,44.00,0.00,3.00,35.00,65.00,139.00,309.00,16527.00,2417.00,177.00,195.00,158.00,408.00,566.00,558.00,701.00,1896.00,4004.00,780.00,2630.00,3508.00,6235.00,9398.00,13215.00,8171.00,13273.00,6232.00,5032.00
Sudan,Measles,1377.00,,,401.00,3555.00,4980.00,665.00,1767.00,3585.00,676.00,2813.00,8523.00,5616.00,680.00,68.00,129.00,327.00,228.00,1374.00,9562.00,4381.00,4529.00,4362.00,2875.00,3347.00,550.00,350.00,2559.00,841.00,963.00,683.00,17017.00,30014.00,14075.00,15114.00,7466.00,1635.00,27136.00,67589.00,2390.00,2806.00,68171.00,64804.00,50168.00
Suriname,Measles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,68.00,5.00,37.00,110.00,40.00,17.00,647.00,716.00,254.00
Sweden,Measles,11.00,5.00,0.00,5.00,20.00,43.00,41.00,3.00,22.00,26.00,51.00,30.00,26.00,6.00,3.00,25.00,1.00,19.00,13.00,5.00,3.00,9.00,5.00,59.00,,,62.00,44.00,23.00,21.00,25.00,57.00,25.00,29.00,62.00,38.00,,173.00,326.00,1003.00,4626.00,6223.00,3540.00,1786.00
Switzerland,Measles,52.00,1.00,0.00,37.00,,50.00,105.00,65.00,35.00,23.00,175.00,61.00,621.00,77.00,958.00,2022.00,1015.00,,60.00,39.00,574.00,,700.00,,800.00,2000.00,6400.00,2000.00,1400.00,1400.00,3000.00,4300.00,2700.00,1990.00,2700.00,7600.00,7400.00,,,,,,,
Syrian Arab Republic,Measles,744.00,217.00,11.00,15.00,27.00,329.00,737.00,66.00,45.00,594.00,740.00,13.00,13.00,26.00,22.00,19.00,403.00,517.00,375.00,189.00,801.00,538.00,290.00,146.00,3.00,5400.00,6850.00,2060.00,1362.00,1334.00,2300.00,374.00,359.00,535.00,729.00,58.00,292.00,2154.00,425.00,1405.00,879.00,800.00,1729.00,1478.00
Tajikistan,Measles,294.00,454.00,10.00,168.00,7.00,0.00,654.00,52.00,3.00,0.00,1.00,16.00,1.00,0.00,0.00,0.00,2.00,3.00,,4.00,2144.00,927.00,38.00,192.00,177.00,3070.00,3882.00,42.00,56.00,531.00,5045.00,2439.00,1241.00,6897.00,,,,,,,,,,
Thailand,Measles,64.00,64.00,,,5412.00,6035.00,1946.00,652.00,154.00,,2641.00,5197.00,3156.00,2583.00,6071.00,7790.00,3893.00,3588.00,3526.00,4165.00,4519.00,10315.00,7319.00,4074.00,3167.00,13734.00,15122.00,5757.00,11112.00,38659.00,17851.00,7892.00,26709.00,29244.00,14862.00,36092.00,42172.00,19545.00,32156.00,47205.00,34713.00,27691.00,24298.00,16795.00
Timor-Leste,Measles,7.00,8.00,,2.00,22.00,0.00,0.00,2.00,43.00,47.00,4.00,16.00,763.00,50.00,10.00,0.00,0.00,90.00,203.00,41.00,94.00,0.00,,,,,,,,,,,,,,,,,,,,,,
Togo,Measles,686.00,722.00,82.00,91.00,69.00,38.00,46.00,15.00,20.00,577.00,564.00,238.00,187.00,120.00,425.00,187.00,8.00,26.00,38.00,61.00,295.00,363.00,1833.00,3578.00,2540.00,3771.00,450.00,223.00,6144.00,7298.00,4017.00,6959.00,9934.00,4548.00,3499.00,17577.00,10111.00,13119.00,25729.00,25869.00,19403.00,21925.00,19043.00,33960.00
Tokelau,Measles,,,,,0.00,0.00,5.00,,,,,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,41.00,0.00,1.00,0.00,0.00,0.00
Tonga,Measles,12.00,,,,659.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,6.00,36.00,1081.00,0.00,0.00,,0.00,10.00,18.00,65.00,25.00,0.00,0.00,233.00,412.00,5.00,36.00,19.00,187.00,2336.00
Trinidad and Tobago,Measles,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,141.00,511.00,2170.00,388.00,441.00,2660.00,3549.00,3556.00,2392.00,1284.00,3601.00,384.00
Tunisia,Measles,10.00,11.00,7.00,20.00,4669.00,13.00,5.00,7.00,16.00,15.00,16.00,48.00,11.00,1.00,1.00,2.00,4.00,3.00,15.00,1.00,22.00,98.00,231.00,47.00,101.00,123.00,371.00,533.00,676.00,597.00,1413.00,11872.00,1250.00,547.00,1147.00,288.00,573.00,3740.00,4766.00,2481.00,1464.00,1828.00,3007.00,225.00
Turkmenistan,Measles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,48.00,0.00,1.00,1.00,11.00,9.00,113.00,452.00,1035.00,377.00,96.00,393.00,2613.00,2486.00,692.00,1346.00,2806.00,,,,,,,,,,
Turks and Caicos Islands,Measles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,0.00,0.00,2.00,6.00,100.00,3.00,16.00,4.00
Tuvalu,Measles,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,14.00,51.00,1.00,0.00,0.00,1.00,0.00,,0.00,0.00,284.00,0.00,0.00,2.00,0.00,20.00,3.00,509.00
Türkiye,Measles,,103.00,,,2904.00,716.00,84.00,9.00,342.00,565.00,7405.00,349.00,111.00,7.00,4.00,0.00,3.00,34.00,6200.00,8927.00,5844.00,7823.00,30509.00,16244.00,16329.00,27120.00,22795.00,27171.00,13544.00,23733.00,34285.00,24626.00,22521.00,11372.00,19273.00,9279.00,2194.00,2267.00,14695.00,30666.00,31515.00,8778.00,26547.00,8618.00
Uganda,Measles,399.00,52.00,606.00,314.00,920.00,2627.00,1021.00,139.00,478.00,314.00,7878.00,2027.00,3312.00,1313.00,1601.00,1319.00,3776.00,5736.00,22.00,141.00,29429.00,49871.00,48543.00,42554.00,42737.00,42528.00,12562.00,26198.00,42659.00,49815.00,,36511.00,,2637.00,660.00,1666.00,,,,20072.00,43016.00,11408.00,18630.00,13415.00
Ukraine,Measles,66.00,11.00,16.00,264.00,57282.00,53219.00,4782.00,102.00,105.00,,,12746.00,1333.00,39.00,,48.00,1005.00,42724.00,2392.00,146.00,411.00,7587.00,16970.00,817.00,1389.00,5107.00,7000.00,8678.00,1923.00,9837.00,23452.00,13289.00,5321.00,6841.00,,,,,,,,,,
United Arab Emirates,Measles,484.00,98.00,35.00,50.00,187.00,172.00,121.00,223.00,347.00,344.00,,132.00,,87.00,,55.00,,,29.00,22.00,42.00,53.00,30.00,69.00,117.00,296.00,243.00,425.00,671.00,518.00,745.00,1063.00,1148.00,1187.00,1068.00,1187.00,2913.00,2158.00,2400.00,1749.00,2105.00,1691.00,2820.00,2796.00
United Kingdom of Great Britain and Northern Ireland,Measles,493.00,63.00,2.00,95.00,1092.00,1216.00,364.00,558.00,91.00,133.00,1919.00,2092.00,1112.00,443.00,1212.00,1445.00,1022.00,764.00,79.00,189.00,460.00,314.00,73.00,104.00,,74.00,4844.00,6866.00,9017.00,23525.00,12018.00,12317.00,11727.00,28228.00,30160.00,88259.00,44850.00,90214.00,104774.00,67632.00,114948.00,105642.00,61779.00,147962.00
United Republic of Tanzania,Measles,2887.00,612.00,0.00,127.00,120.00,74.00,852.00,33.00,30.00,88.00,185.00,1668.00,1622.00,167.00,1574.00,3413.00,7726.00,2362.00,23.00,1419.00,1673.00,5131.00,11847.00,14649.00,5887.00,10023.00,7287.00,10676.00,3160.00,3558.00,16471.00,13040.00,27188.00,14920.00,7033.00,14568.00,42109.00,38229.00,46032.00,39311.00,68804.00,102127.00,79764.00,63100.00
United States of America,Measles,,,14.00,1275.00,,375.00,120.00,85.00,188.00,667.00,187.00,55.00,220.00,63.00,71.00,140.00,43.00,55.00,66.00,37.00,56.00,41.00,116.00,85.00,100.00,100.00,138.00,489.00,309.00,958.00,312.00,2231.00,9643.00,27786.00,18193.00,3396.00,3655.00,6282.00,2822.00,2587.00,1497.00,1714.00,3124.00,13506.00
Uruguay,Measles,0.00,0.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,6.00,2.00,2.00,5.00,0.00,16.00,187.00,2040.00,110.00,20.00,76.00,1190.00,198.00,160.00,352.00,18.00,135.00,15465.00,141.00
Uzbekistan,Measles,1176.00,7.00,0.00,4103.00,1672.00,22.00,0.00,1.00,22.00,8.00,0.00,,476.00,117.00,0.00,2.00,863.00,823.00,737.00,75.00,85.00,25.00,22.00,80.00,1193.00,875.00,261.00,228.00,294.00,1661.00,2354.00,2020.00,3878.00,3943.00,,,,,,,,,,
Vanuatu,Measles,0.00,0.00,0.00,0.00,0.00,0.00,,,39.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,,165.00,101.00,7.00,9.00,12.00,,113.00,4.00,27.00,27.00,67.00,154.00,541.00,67.00,169.00,140.00,253.00,1064.00,940.00,1634.00,401.00,832.00,45.00,39.00
Venezuela (Bolivarian Republic of),Measles,0.00,0.00,0.00,0.00,548.00,5667.00,727.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,32.00,78.00,0.00,0.00,0.00,2392.00,115.00,22.00,0.00,4.00,27.00,89.00,172.00,15364.00,20244.00,11949.00,15273.00,9881.00,10160.00,12339.00,19261.00,14026.00,21974.00,11833.00,11263.00,14200.00,31255.00,9750.00
Viet Nam,Measles,43.00,23.00,162.00,846.00,14156.00,2256.00,227.00,46.00,256.00,15033.00,1123.00,578.00,750.00,2809.00,6582.00,352.00,17.00,1978.00,410.00,217.00,2297.00,6755.00,12058.00,16512.00,14134.00,11690.00,6507.00,5156.00,6171.00,11853.00,12015.00,11830.00,9874.00,8175.00,22332.00,23308.00,30460.00,68463.00,82231.00,87796.00,125176.00,72466.00,62400.00,86901.00
Wallis and Futuna,Measles,,,,,,0.00,,,,,0.00,0.00,,,,,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,,13.00,9.00,9.00,0.00,,,0.00,0.00,,,,4.00,65.00,87.00,18.00,342.00
Yemen,Measles,49755.00,23941.00,4904.00,298.00,1161.00,10640.00,433.00,143.00,468.00,815.00,400.00,2177.00,2676.00,510.00,130.00,7.00,13.00,8079.00,6285.00,12708.00,8536.00,890.00,485.00,,26126.00,8785.00,51.00,,225.00,35.00,601.00,2420.00,75.00,,26681.00,10424.00,17408.00,15596.00,27997.00,39713.00,33348.00,24482.00,21355.00,18020.00
Zambia,Measles,5653.00,1755.00,55.00,237.00,15.00,11.00,13.00,8.00,9.00,9.00,35.00,896.00,13234.00,15754.00,26.00,140.00,535.00,459.00,45.00,35.00,881.00,25036.00,16997.00,30930.00,23518.00,,7140.00,9459.00,8533.00,14255.00,11829.00,11006.00,2822.00,6748.00,5747.00,12487.00,14793.00,23866.00,51000.00,36881.00,51140.00,73499.00,184210.00,98659.00
Zimbabwe,Measles,5532.00,5532.00,282.00,3.00,4.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,9696.00,853.00,0.00,242.00,212.00,420.00,31.00,998.00,304.00,529.00,1483.00,772.00,2049.00,12971.00,37407.00,8529.00,37785.00,34071.00,17346.00,24090.00,13728.00,47509.00,49812.00,17675.00,20388.00,22290.00,21662.00,36253.00,4941.00,4995.00,23650.00
Exported: 2024-28-12 0:6 UTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
